Branch code,Branch name,Categorization of customers,Mobile Banking,Status,Number of customers
NP0010213,Individual Other,Internet Banking,BR Jumla,ACTIVE,15
NP0010215,Individual Other,Internet Banking,BR Kalikot,ACTIVE,8
NP0010216,Individual Other,Internet Banking,BR Mugu,ACTIVE,2
NP0010217,Individual Other,Internet Banking,BR Humla,ACTIVE,2
NP0010219,Individual Other,Internet Banking,BR Campus Road,ACTIVE,21
NP0010220,Individual Other,Internet Banking,BR Bhajani,ACTIVE,7
NP0010221,Individual Other,Internet Banking,BR Hasuliya,ACTIVE,12
NP0010222,Individual Other,Internet Banking,BR Tikapur,ACTIVE,42
NP0010223,Individual Other,Internet Banking,BR Sukhkhad,ACTIVE,14
NP0010225,Individual Other,Internet Banking,BR Dhangadhi,ACTIVE,38
NP0010226,Individual Other,Internet Banking,BR Mangalsen,ACTIVE,8
NP0010227,Individual Other,Internet Banking,BR Sanphebagar,ACTIVE,8
NP0010228,Individual Other,Internet Banking,BR Silgadhi,ACTIVE,17
NP0010271,Individual Other,Internet Banking,BR Jorayal,ACTIVE,8
NP0010230,Individual Other,Internet Banking,BR Bajura,ACTIVE,6
NP0010231,Individual Other,Internet Banking,BR Bajhang,ACTIVE,17
NP0010232,Individual Other,Internet Banking,BR Shreepur Belauri,ACTIVE,6
NP0010234,Individual Other,Internet Banking,BR Attriya,ACTIVE,9
NP0010235,Individual Other,Internet Banking,BR Dodhara Chandani,ACTIVE,3
NP0010236,Individual Other,Internet Banking,BR Mahendranagar,ACTIVE,22
NP0010237,Individual Other,Internet Banking,BR Dadeldhura,ACTIVE,11
NP0010238,Individual Other,Internet Banking,BR Baitadi,ACTIVE,18
NP0010239,Individual Other,Internet Banking,BR Patan,ACTIVE,9
NP0010240,Individual Other,Internet Banking,BR Darchula,ACTIVE,5
NP0010241,Individual Other,Internet Banking,BR Golbazar,ACTIVE,8
NP0010242,Individual Other,Internet Banking,BR Gauradaha,ACTIVE,14
NP0010243,Individual Other,Internet Banking,BR Bhingri,ACTIVE,6
NP0010244,Individual Other,Internet Banking,BR Sauraha,ACTIVE,40
NP0010245,Individual Other,Internet Banking,BR Pharsatikar,ACTIVE,8
NP0010246,Individual Other,Internet Banking,BR Jhalari,ACTIVE,8
NP0010247,Individual Other,Internet Banking,BR Chapakot,ACTIVE,7
NP0010248,Individual Other,Internet Banking,BR Chhahare,ACTIVE,6
NP0010249,Individual Other,Internet Banking,BR Lamki,ACTIVE,13
NP0010250,Individual Other,Internet Banking,BR Chuhandada,ACTIVE,16
NP0010251,Individual Other,Internet Banking,BR Rabi,ACTIVE,7
NP0010252,Individual Other,Internet Banking,BR Chisapani,ACTIVE,1
NP0010253,Individual Other,Internet Banking,BR Palung Mainadi,ACTIVE,16
NP0010254,Individual Other,Internet Banking,BR Purkotdaha,ACTIVE,40
NP0010255,Individual Other,Internet Banking,BR Sotang,ACTIVE,6
NP0010256,Individual Other,Internet Banking,BR Dudhakoshi,ACTIVE,6
NP0010257,Individual Other,Internet Banking,BR Ghorakhori,ACTIVE,12
NP0010258,Individual Other,Internet Banking,BR Gandaki,ACTIVE,2
NP0010260,Individual Other,Internet Banking,BR Kumalgaun,ACTIVE,8
NP0010261,Individual Other,Internet Banking,BR Odanaku,ACTIVE,9
NP0010262,Individual Other,Internet Banking,BR Dhime,ACTIVE,15
NP0010264,Individual Other,Internet Banking,BR Nayakbada,ACTIVE,9
NP0010265,Individual Other,Internet Banking,BR Bungal,ACTIVE,10
NP0010267,Individual Other,Internet Banking,BR Kohalbi,ACTIVE,20
NP0010268,Individual Other,Internet Banking,BR Malepatan (Zero KM),ACTIVE,19
NP0010269,Individual Other,Internet Banking,BR Sakhuwa Mahendranagar,ACTIVE,6
NP0010271,Individual Other,Internet Banking,BR Jorayal,ACTIVE,1
NP0010272,Individual Other,Internet Banking,BR Jogbudha,ACTIVE,11
NP0010273,Individual Other,Internet Banking,BR Thankot,ACTIVE,30
NP0010274,Individual Other,Internet Banking,BR Chandrauta,ACTIVE,10
NP0010275,Individual Other,Internet Banking,BR Pakadi,ACTIVE,14
NP0010276,Individual Other,Internet Banking,BR PaniTanki,ACTIVE,1
NP0010280,Individual Other,Internet Banking,BR Chhatiwan,ACTIVE,19
NP0010281,Individual Other,Internet Banking,BR DULLU,ACTIVE,2
NP0010282,Individual Other,Internet Banking,BR MULPANI,ACTIVE,9
NP0010283,Individual Other,Internet Banking,BR DAKAHA,ACTIVE,22
NP0010284,Individual Other,Internet Banking,BR RUKUMKOT,ACTIVE,10
NP0010285,Individual Other,Internet Banking,BR Rakamkarnali,ACTIVE,1
NP0010287,Individual Other,Internet Banking,BR Ratuwamai,ACTIVE,8
NP0010288,Individual Other,Internet Banking,BR Bijuwar,ACTIVE,1
NP0010290,Individual Other,Internet Banking,BR CHAUTHE,ACTIVE,13
NP0010002,Individual Male,Internet Banking,Corporate,INACTIVE,26
NP0010004,Individual Male,Internet Banking,BR Dhulabari,INACTIVE,3
NP0010005,Individual Male,Internet Banking,BR Bhadrapur,INACTIVE,2
NP0010006,Individual Male,Internet Banking,BR Birtamod,INACTIVE,7
NP0010007,Individual Male,Internet Banking,BR  Surunga,INACTIVE,2
NP0010008,Individual Male,Internet Banking,BR Damak,INACTIVE,4
NP0010009,Individual Male,Internet Banking,BR Ilam,INACTIVE,1
NP0010010,Individual Male,Internet Banking,BR Phikkal,INACTIVE,21
NP0010011,Individual Male,Internet Banking,BR Mangalbare,INACTIVE,4
NP0010012,Individual Male,Internet Banking,BR Phidim,INACTIVE,1
NP0010014,Individual Male,Internet Banking,BR Rangeli,INACTIVE,1
NP0010015,Individual Male,Internet Banking,BR Biratchowk,INACTIVE,1
NP0010016,Individual Male,Internet Banking,BR Biratnagar,INACTIVE,8
NP0010017,Individual Male,Internet Banking,BR Urlabari,INACTIVE,10
NP0010018,Individual Male,Internet Banking,BR Kanchanbari,INACTIVE,1
NP0010019,Individual Male,Internet Banking,BR Aambari,INACTIVE,2
NP0010020,Individual Male,Internet Banking,BR Tinpaini,INACTIVE,1
NP0010023,Individual Male,Internet Banking,BR Inaruwa,INACTIVE,4
NP0010024,Individual Male,Internet Banking,BR Harinagara,INACTIVE,10
NP0010025,Individual Male,Internet Banking,BR Barju,INACTIVE,3
NP0010026,Individual Male,Internet Banking,BR Itahari,INACTIVE,5
NP0010027,Individual Male,Internet Banking,BR  Dharan,INACTIVE,4
NP0010028,Individual Male,Internet Banking,BR Duhabi,INACTIVE,1
NP0010029,Individual Male,Internet Banking,BR  Laukahi,INACTIVE,1
NP0010030,Individual Male,Internet Banking,BR Dhankuta,INACTIVE,1
NP0010031,Individual Male,Internet Banking,BR Terhathum,INACTIVE,1
NP0010032,Individual Male,Internet Banking,BR Bhojpur,INACTIVE,1
NP0010033,Individual Male,Internet Banking,BR Chainpur,INACTIVE,1
NP0010034,Individual Male,Internet Banking,BR Khandbari,INACTIVE,1
NP0010036,Individual Male,Internet Banking,BR Kanchanpur,INACTIVE,3
NP0010037,Individual Male,Internet Banking,BR Kalyanpur,INACTIVE,1
NP0010038,Individual Male,Internet Banking,BR Bodebarsain,INACTIVE,2
NP0010039,Individual Male,Internet Banking,BR Rajbiraj,INACTIVE,1
NP0010040,Individual Male,Internet Banking,BR Hanumannagar,INACTIVE,1
NP0010042,Individual Male,Internet Banking,BR Siraha,INACTIVE,2
NP0010043,Individual Male,Internet Banking,BR Mirchaiya,INACTIVE,1
NP0010044,Individual Male,Internet Banking,BR Shukhipur,INACTIVE,1
NP0010046,Individual Male,Internet Banking,BR Gaighat,INACTIVE,4
NP0010047,Individual Male,Internet Banking,BR Katari,INACTIVE,3
NP0010048,Individual Male,Internet Banking,BR Beltar,INACTIVE,1
NP0010050,Individual Male,Internet Banking,BR Okhaldhunga,INACTIVE,2
NP0010051,Individual Male,Internet Banking,BR Salleri,INACTIVE,1
NP0010053,Individual Male,Internet Banking,BR Dhalkebar,INACTIVE,2
NP0010054,Individual Male,Internet Banking,BR Sabaila,INACTIVE,2
NP0010055,Individual Male,Internet Banking,BR Khajuri,INACTIVE,1
NP0010056,Individual Male,Internet Banking,BR Lagma Nagrain,INACTIVE,3
NP0010058,Individual Male,Internet Banking,BR Shivachowk,INACTIVE,7
NP0010060,Individual Male,Internet Banking,BR Gaushala,INACTIVE,3
NP0010061,Individual Male,Internet Banking,BR Balawa,INACTIVE,1
NP0010063,Individual Male,Internet Banking,BR Bardibas,INACTIVE,3
NP0010067,Individual Male,Internet Banking,BR Nawalpur,INACTIVE,4
NP0010069,Individual Male,Internet Banking,BR Manthali,INACTIVE,3
NP0010072,Individual Male,Internet Banking,BR Pokhariya,INACTIVE,8
NP0010074,Individual Male,Internet Banking,BR Birgunj,INACTIVE,9
NP0010075,Individual Male,Internet Banking,BR Kalaiya,INACTIVE,4
NP0010076,Individual Male,Internet Banking,BR Nijgadha,INACTIVE,1
NP0010077,Individual Male,Internet Banking,BR Amritgunj,INACTIVE,1
NP0010078,Individual Male,Internet Banking,BR Simara,INACTIVE,4
NP0010079,Individual Male,Internet Banking,BR Bariyarpur,INACTIVE,4
NP0010080,Individual Male,Internet Banking,BR Gaur,INACTIVE,2
NP0010081,Individual Male,Internet Banking,BR Chandranigahapur,INACTIVE,3
NP0010083,Individual Male,Internet Banking,BR Kantirajpath,INACTIVE,4
NP0010085,Individual Male,Internet Banking,BR Hetauda,INACTIVE,15
NP0010086,Individual Male,Internet Banking,BR Bharatpur,INACTIVE,8
NP0010088,Individual Male,Internet Banking,BR Madhi,INACTIVE,3
NP0010089,Individual Male,Internet Banking,BR Narayangadh,INACTIVE,5
NP0010091,Individual Male,Internet Banking,BR Parsakhairahani,INACTIVE,5
NP0010092,Individual Male,Internet Banking,BR Tadi,INACTIVE,6
NP0010093,Individual Male,Internet Banking,BR Hakimchowk,INACTIVE,2
NP0010095,Individual Male,Internet Banking,BR Ratnapark,INACTIVE,4
NP0010096,Individual Male,Internet Banking,BR Budhanilkanth,INACTIVE,5
NP0010097,Individual Male,Internet Banking,BR Samakhusi,INACTIVE,9
NP0010098,Individual Male,Internet Banking,BR Sankhu,INACTIVE,1
NP0010099,Individual Male,Internet Banking,BR Putalisadak,INACTIVE,1
NP0010100,Individual Male,Internet Banking,BR New Road,INACTIVE,8
NP0010101,Individual Male,Internet Banking,BR Thamel,INACTIVE,4
NP0010102,Individual Male,Internet Banking,BR Baneshwor,INACTIVE,20
NP0010103,Individual Male,Internet Banking,BR Kalimati,INACTIVE,5
NP0010104,Individual Male,Internet Banking,BR Maharajgunj,INACTIVE,1
NP0010105,Individual Male,Internet Banking,BR Chabahil,INACTIVE,5
NP0010106,Individual Male,Internet Banking,BR Tripureshwor,INACTIVE,4
NP0010107,Individual Male,Internet Banking,BR Koteshwor,INACTIVE,13
NP0010108,Individual Male,Internet Banking,BR Jorpati,INACTIVE,10
NP0010109,Individual Male,Internet Banking,BR Swyambhu,INACTIVE,5
NP0010110,Individual Male,Internet Banking,BR Kalanki,INACTIVE,5
NP0010111,Individual Male,Internet Banking,BR Kirtipur,INACTIVE,3
NP0010112,Individual Male,Internet Banking,BR Battisputali,INACTIVE,6
NP0010113,Individual Male,Internet Banking,BR Maitidevi,INACTIVE,3
NP0010114,Individual Male,Internet Banking,BR Naksal,INACTIVE,3
NP0010115,Individual Male,Internet Banking,BR Kapan,INACTIVE,7
NP0010116,Individual Male,Internet Banking,BR Lagenkhel,INACTIVE,3
NP0010117,Individual Male,Internet Banking,BR Chapagaun,INACTIVE,1
NP0010118,Individual Male,Internet Banking,BR Satdobato,INACTIVE,3
NP0010119,Individual Male,Internet Banking,BR Mangalbazar,INACTIVE,1
NP0010121,Individual Male,Internet Banking,BR Sallaghari,INACTIVE,5
NP0010122,Individual Male,Internet Banking,BR Dudhapati,INACTIVE,2
NP0010123,Individual Male,Internet Banking,BR Gatthaghar,INACTIVE,2
NP0010124,Individual Male,Internet Banking,BR Maddhyapur Thimi,INACTIVE,2
NP0010125,Individual Male,Internet Banking,BR Dhulikhel,INACTIVE,24
NP0010126,Individual Male,Internet Banking,BR Banepa,INACTIVE,3
NP0010127,Individual Male,Internet Banking,BR Panchkhal,INACTIVE,3
NP0010128,Individual Male,Internet Banking,BR Gajuri,INACTIVE,2
NP0010130,Individual Male,Internet Banking,BR Dhadingdesi,INACTIVE,3
NP0010131,Individual Male,Internet Banking,BR Khanikhola,INACTIVE,2
NP0010132,Individual Male,Internet Banking,BR Trisuli,INACTIVE,2
NP0010133,Individual Male,Internet Banking,BR Kharinatar,INACTIVE,12
NP0010134,Individual Male,Internet Banking,BR Ranipawa,INACTIVE,1
NP0010136,Individual Male,Internet Banking,BR Melamchi,INACTIVE,3
NP0010137,Individual Male,Internet Banking,BR Barhabise,INACTIVE,2
NP0010138,Individual Male,Internet Banking,BR Dhunche,INACTIVE,1
NP0010140,Individual Male,Internet Banking,BR Dayanagar,INACTIVE,3
NP0010141,Individual Male,Internet Banking,BR Majhagaun,INACTIVE,2
NP0010142,Individual Male,Internet Banking,BR Parroha,INACTIVE,2
NP0010143,Individual Male,Internet Banking,BR Bhairahawa,INACTIVE,7
NP0010146,Individual Male,Internet Banking,BR Siddarthanagar,INACTIVE,3
NP0010147,Individual Male,Internet Banking,BR Khasauli,INACTIVE,5
NP0010148,Individual Male,Internet Banking,BR Butwal,INACTIVE,25
NP0010150,Individual Male,Internet Banking,BR Parasi,INACTIVE,3
NP0010151,Individual Male,Internet Banking,BR Rajahar,INACTIVE,1
NP0010152,Individual Male,Internet Banking,BR Kawasoti,INACTIVE,2
NP0010153,Individual Male,Internet Banking,BR Bardaghat,INACTIVE,2
NP0010154,Individual Male,Internet Banking,BR Taulihawa,INACTIVE,1
NP0010156,Individual Male,Internet Banking,BR 4 No. Jeetpur,INACTIVE,3
NP0010157,Individual Male,Internet Banking,BR Tansen,INACTIVE,3
NP0010158,Individual Male,Internet Banking,BR Rampur,INACTIVE,13
NP0010159,Individual Male,Internet Banking,BR Tamghas,INACTIVE,1
NP0010160,Individual Male,Internet Banking,BR Ridi,INACTIVE,2
NP0010161,Individual Male,Internet Banking,BR Sandhikharka,INACTIVE,2
NP0010162,Individual Male,Internet Banking,BR Thada,INACTIVE,2
NP0010164,Individual Male,Internet Banking,BR Pokhara,INACTIVE,9
NP0010165,Individual Male,Internet Banking,BR Bagar,INACTIVE,8
NP0010166,Individual Male,Internet Banking,BR Gagangauda,INACTIVE,2
NP0010167,Individual Male,Internet Banking,BR Chipledhunga,INACTIVE,6
NP0010172,Individual Male,Internet Banking,BR Galyang,INACTIVE,2
NP0010173,Individual Male,Internet Banking,BR Waling,INACTIVE,5
NP0010174,Individual Male,Internet Banking,BR Syangja,INACTIVE,1
NP0010175,Individual Male,Internet Banking,BR Gorkha,INACTIVE,1
NP0010177,Individual Male,Internet Banking,BR Palungtar,INACTIVE,5
NP0010178,Individual Male,Internet Banking,BR Beshishahar,INACTIVE,8
NP0010180,Individual Male,Internet Banking,BR Bhotewadar,INACTIVE,3
NP0010182,Individual Male,Internet Banking,BR Baglung,INACTIVE,1
NP0010184,Individual Male,Internet Banking,BR Kusma,INACTIVE,13
NP0010185,Individual Male,Internet Banking,BR Huwas,INACTIVE,3
NP0010186,Individual Male,Internet Banking,BR Beni,INACTIVE,3
NP0010190,Individual Male,Internet Banking,BR Lamahi,INACTIVE,1
NP0010191,Individual Male,Internet Banking,BR Tulsipur,INACTIVE,8
NP0010192,Individual Male,Internet Banking,BR Tri-Marga,INACTIVE,1
NP0010194,Individual Male,Internet Banking,BR Ghorahi,INACTIVE,1
NP0010195,Individual Male,Internet Banking,BR Narayanpur,INACTIVE,1
NP0010197,Individual Male,Internet Banking,BR Rolpa,INACTIVE,2
NP0010198,Individual Male,Internet Banking,BR Salyan,INACTIVE,3
NP0010201,Individual Male,Internet Banking,BR Tribhuwanchowk,INACTIVE,2
NP0010203,Individual Male,Internet Banking,BR Dhambujh,INACTIVE,3
NP0010204,Individual Male,Internet Banking,BR Khajura,INACTIVE,2
NP0010205,Individual Male,Internet Banking,BR Kohalpur,INACTIVE,4
NP0010206,Individual Male,Internet Banking,BR Gulariya,INACTIVE,1
NP0010208,Individual Male,Internet Banking,BR Neulapur,INACTIVE,6
NP0010209,Individual Male,Internet Banking,BR Surkhet,INACTIVE,6
NP0010210,Individual Male,Internet Banking,BR Chhinchu,INACTIVE,5
NP0010211,Individual Male,Internet Banking,BR Jajarkot,INACTIVE,1
NP0010212,Individual Male,Internet Banking,BR Dailekh,INACTIVE,2
NP0010215,Individual Male,Internet Banking,BR Kalikot,INACTIVE,2
NP0010216,Individual Male,Internet Banking,BR Mugu,INACTIVE,1
NP0010222,Individual Male,Internet Banking,BR Tikapur,INACTIVE,6
NP0010223,Individual Male,Internet Banking,BR Sukhkhad,INACTIVE,1
NP0010225,Individual Male,Internet Banking,BR Dhangadhi,INACTIVE,3
NP0010226,Individual Male,Internet Banking,BR Mangalsen,INACTIVE,2
NP0010232,Individual Male,Internet Banking,BR Shreepur Belauri,INACTIVE,32
NP0010234,Individual Male,Internet Banking,BR Attriya,INACTIVE,1
NP0010236,Individual Male,Internet Banking,BR Mahendranagar,INACTIVE,2
NP0010237,Individual Male,Internet Banking,BR Dadeldhura,INACTIVE,2
NP0010238,Individual Male,Internet Banking,BR Baitadi,INACTIVE,1
NP0010239,Individual Male,Internet Banking,BR Patan,INACTIVE,1
NP0010240,Individual Male,Internet Banking,BR Darchula,INACTIVE,1
NP0010241,Individual Male,Internet Banking,BR Golbazar,INACTIVE,3
NP0010242,Individual Male,Internet Banking,BR Gauradaha,INACTIVE,1
NP0010243,Individual Male,Internet Banking,BR Bhingri,INACTIVE,1
NP0010245,Individual Male,Internet Banking,BR Pharsatikar,INACTIVE,9
NP0010246,Individual Male,Internet Banking,BR Jhalari,INACTIVE,1
NP0010247,Individual Male,Internet Banking,BR Chapakot,INACTIVE,1
NP0010248,Individual Male,Internet Banking,BR Chhahare,INACTIVE,3
NP0010249,Individual Male,Internet Banking,BR Lamki,INACTIVE,1
NP0010253,Individual Male,Internet Banking,BR Palung Mainadi,INACTIVE,3
NP0010254,Individual Male,Internet Banking,BR Purkotdaha,INACTIVE,3
NP0010255,Individual Male,Internet Banking,BR Sotang,INACTIVE,1
NP0010257,Individual Male,Internet Banking,BR Ghorakhori,INACTIVE,1
NP0010258,Individual Male,Internet Banking,BR Gandaki,INACTIVE,1
NP0010259,Individual Male,Internet Banking,BR Sukatiya,INACTIVE,2
NP0010263,Individual Male,Internet Banking,BR Majakot,INACTIVE,1
NP0010265,Individual Male,Internet Banking,BR Bungal,INACTIVE,2
NP0010266,Individual Male,Internet Banking,BR Sigas,INACTIVE,2
NP0010267,Individual Male,Internet Banking,BR Kohalbi,INACTIVE,10
NP0010268,Individual Male,Internet Banking,BR Malepatan (Zero KM),INACTIVE,4
NP0010272,Individual Male,Internet Banking,BR Jogbudha,INACTIVE,4
NP0010273,Individual Male,Internet Banking,BR Thankot,INACTIVE,7
NP0010274,Individual Male,Internet Banking,BR Chandrauta,INACTIVE,4
NP0010275,Individual Male,Internet Banking,BR Pakadi,INACTIVE,3
NP0010276,Individual Male,Internet Banking,BR PaniTanki,INACTIVE,1
NP0010280,Individual Male,Internet Banking,BR Chhatiwan,INACTIVE,1
NP0010281,Individual Male,Internet Banking,BR DULLU,INACTIVE,2
NP0010282,Individual Male,Internet Banking,BR MULPANI,INACTIVE,3
NP0010283,Individual Male,Internet Banking,BR DAKAHA,INACTIVE,3
NP0010285,Individual Male,Internet Banking,BR Rakamkarnali,INACTIVE,6
NP0010288,Individual Male,Internet Banking,BR Bijuwar,INACTIVE,1
NP0010290,Individual Male,Internet Banking,BR CHAUTHE,INACTIVE,1
NP0010294,Individual Male,Internet Banking,Branch Kholesimal,INACTIVE,2
NP0010002,Individual Female,Internet Banking,Corporate,INACTIVE,16
NP0010007,Individual Female,Internet Banking,BR  Surunga,INACTIVE,1
NP0010008,Individual Female,Internet Banking,BR Damak,INACTIVE,3
NP0010010,Individual Female,Internet Banking,BR Phikkal,INACTIVE,3
NP0010015,Individual Female,Internet Banking,BR Biratchowk,INACTIVE,1
NP0010016,Individual Female,Internet Banking,BR Biratnagar,INACTIVE,3
NP0010019,Individual Female,Internet Banking,BR Aambari,INACTIVE,1
NP0010021,Individual Female,Internet Banking,BR Netachowk,INACTIVE,1
NP0010025,Individual Female,Internet Banking,BR Barju,INACTIVE,1
NP0010026,Individual Female,Internet Banking,BR Itahari,INACTIVE,2
NP0010045,Individual Female,Internet Banking,BO Lahan,INACTIVE,1
NP0010046,Individual Female,Internet Banking,BR Gaighat,INACTIVE,1
NP0010066,Individual Female,Internet Banking,BR Barahathwa,INACTIVE,1
NP0010069,Individual Female,Internet Banking,BR Manthali,INACTIVE,2
NP0010072,Individual Female,Internet Banking,BR Pokhariya,INACTIVE,7
NP0010074,Individual Female,Internet Banking,BR Birgunj,INACTIVE,1
NP0010078,Individual Female,Internet Banking,BR Simara,INACTIVE,1
NP0010079,Individual Female,Internet Banking,BR Bariyarpur,INACTIVE,1
NP0010083,Individual Female,Internet Banking,BR Kantirajpath,INACTIVE,1
NP0010085,Individual Female,Internet Banking,BR Hetauda,INACTIVE,4
NP0010086,Individual Female,Internet Banking,BR Bharatpur,INACTIVE,8
NP0010087,Individual Female,Internet Banking,BR Gunjanagar,INACTIVE,1
NP0010089,Individual Female,Internet Banking,BR Narayangadh,INACTIVE,4
NP0010093,Individual Female,Internet Banking,BR Hakimchowk,INACTIVE,2
NP0010095,Individual Female,Internet Banking,BR Ratnapark,INACTIVE,1
NP0010096,Individual Female,Internet Banking,BR Budhanilkanth,INACTIVE,1
